5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
8710671006080, 0.874167, 10.49, GROCERY, CANNED FRUIT, 1.09, SPAR FRUIT COCKTAIL, 0.0000, 08710671006189, I
8710671004086, 0.874167, 10.49, GROCERY, CANNED FRUIT, 0.95, SPAR PEACH HALVES, 0.0000, 8710671087065, I
5391518922614, 16.92, 16.92, LOTTERY, LOTTO, 18.00, LOTTO A OR NOTHING P3  D3, 0.0000, , I
8718114718217, 1.19, 23.80, FROZEN FOODS, ICE CREAM, 2.20, HB MAG GOLD, 0.2300, 8000920925805, I
5391518920627, 75.2, 75.20, LOTTERY, LOTTO, 80.00, LOTTO PLUS AP4 P10 D4, 0.0000, 5391518920627, I
5098750565653, 1.4, 1.40, GROCERY, CAKES, 2.00, C.C PARTY CAKES, 0.1350, , N
9771076083082., 4.9541, 4.95, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 7.20, IN STYLE USA  , 0.0900, , I
5010693601243, 1.26833, 30.44, FROZEN FOODS, STICK, 2.50, CAD CRUNCHIE BLAST, 0.2300, 5010693501246, I
5010238202188, 0.813125, 26.02, FROZEN FOODS, STICK, 1.55, ROWN FRUIT PASTILLES, 0.2300, 5010238190249, I
5010693600437, 1.23583, 29.66, FROZEN FOODS, STICK, 2.50, CAD DAIRY MILK ICE CREAM, 0.2300, 5010693500799, I
30056336, 0.165, 16.50, TOBACCO , MATCHES/LIGHTERS..ETC, 0.50, ZIG ZAG PAPERS BLUE, 0.2300, 30056336, I
6009636880233, 3.29688, 158.25, OFF LICENCE, WINES, 4.99, SEIDELBERG RED, 0.2300, , I
6009636880059, 3.29688, 158.25, OFF LICENCE, WINES, 4.99, SEIDELBERG WHITE, 0.2300, , I
6003825000044, 7.16667, 43.00, OFF LICENCE, WINES, 10.99, PIERRE JOURDAN ROSE, 0.2300, , I
401440, 0.95, 0.95, CONFECTIONERY, AMERICAN PRODUCTS, 2.00, M&M PEANUT BUTTER, 0.2300, , I
028000011598, 0.98, 0.98, CONFECTIONERY, AMERICAN PRODUCTS, 2.00, BUTTERFINGER, 0.2300, , I
342430, 0.902778, 32.50, CONFECTIONERY, CONFEC.NO CODE, 1.70, MR.GOODBAR, 0.2300, , I
400030, 0.902778, 32.50, CONFECTIONERY, CONFEC.NO CODE, 1.70, 3 MUSKETEERS, 0.2300, , I
028000010775, 0.653333, 23.52, CONFECTIONERY, AMERICAN PRODUCTS, 2.00, BABYRUTH., 0.2300, , I
070970000270, 0.989583, 23.75, CONFECTIONERY, CONFEC.NO CODE, 1.85, HOT TAMALES, 0.2300, , I
345020, 0.902778, 32.50, CONFECTIONERY, CONFEC.NO CODE, 1.70, TWIZZLERS, 0.2300, , I
781870, 0.660833, 15.86, DRINKS , CANS, 1.50, A W ROOTBEER..., 0.2300, , N
784000, 0.73, 0.73, CONFECTIONERY, AMERICAN PRODUCTS, 1.50, HAWAIIAN PUNCH, 0.2300, , I
120850, 0.83125, 19.95, DRINKS , CANS, 1.55, MTN DEW, 0.2300, , I
783150, 0.83125, 19.95, DRINKS , CANS, 1.55, DR PEPPER, 0.2300, , I
782560, 0.83125, 19.95, DRINKS , CANS, 1.55, A W ROOTBEER DIET, 0.2300, , I
072410330107, 0.83125, 19.95, DRINKS , CANS, 1.55, DADS CREAM SODA, 0.2300, , I
072410093101, 0.83125, 19.95, DRINKS , CANS, 1.55, DADS ROOT BEER, 0.2300, , I
038000311109, 3.55, 3.55, CONFECTIONERY, CONFEC.NO CODE, 6.60, POP TARTS SUGAR CINN.AMON, 0.2300, , I
038000321108, 3.55, 3.55, CONFECTIONERY, AMERICAN PRODUCTS, 6.60, POP TARTS SMORES, 0.2300, , I
038000235948, 3.55, 42.60, CONFECTIONERY, AMERICAN PRODUCTS, 6.60, POP TARTS COOKIES CREME.., 0.1350, , I
016000141568, 1.3, 7.80, CONFECTIONERY, AMERICAN PRODUCTS, 2.00, LUCKY CHARMS ., 0.0000, , I
5098933003187, 0.374, 18.70, CONFECTIONERY, CRISPS/SNACK FOODS, 0.65, KP RANCHEROS FL65C, 0.2300, 5098933003194, I
8900200020742, 1.64, 19.68, DAIRY PRODUCTS, MILK ALTERNATIVE, 3.00, VENGA ENERGIZE, 0.2300, 8900200021978, I
8900200020810, 1.64, 19.68, DAIRY PRODUCTS, MILK ALTERNATIVE, 3.00, VENGA FOCUS, 0.2300, 8900200022104, I
8900200021282, 1.64, 19.68, DRINKS , HEALTHY, 3.00, VENGA REHYDRATE, 0.2300, 08900200022036, N
8900200021114, 1.64, 19.68, DRINKS , HEALTHY, 3.00, VENGA RELAX, 0.2300, 8900200022272, I
8900200020988, 1.64, 19.68, DRINKS , HEALTHY, 3.00, VENGA CALORIE BURN, 0.2300, 8900200022340, N
3600540901323, 2.26833, 13.61, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 1.57, GARNIER DEO MINERAL FRESH, 0.2300, 3600540902528, I
3600540901361, 2.26833, 13.61, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 1.57, GARNIER DEO MINERAL INVIS, 0.2300, 3600540902566, I
3600540901309, 2.26833, 13.61, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 2.50, GARNIER DEO MINERAL SILKY, 0.2300, 3600540902504, I
3600540901347, 2.26833, 13.61, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.14, GARNIER DEO MINERAL ULTRA, 0.2300, 03600540902542, I
5410076075805, 1.82111, 32.78, CONFECTIONERY, CRISPS/SNACK FOODS, 3.20, PRINGLE THAI SWEET CHILLI, 0.2300, 5410076075799, I
5012454067374, 5.6625, 22.65, CONFECTIONERY, XMAS, 9.99, LINDOR EGG ASSORTED, 0.2300, 5012454974047, I
5012454067367, 5.6625, 22.65, CONFECTIONERY, XMAS, 9.99, LINDOR EGG MILK, 0.2300, 5012454974030, I
5391518920290, 45.12, 45.12, LOTTERY, LOTTO, 48.00, LOTTO AP8 P4 D8, 0.0000, 5391518920290, N
9772009302010, 1.545, 1.55, MAGAZINES/NEWSPAPERS, CAR MAGS, 2.50, CBG DUBLIN, 0.0900, , I
5392000054301, 3, 3.00, DAIRY PRODUCTS, CHEESE, 4.00, ORGANIC OMEGA  BURGER, 0.0000, 15392000054308, I
5392000054318, 3, 3.00, DAIRY PRODUCTS, CHEESE, 4.00, ORGANIC SPICY BEAN BURGER, 0.0000, 15392000054315, I
344400, 0.989583, 23.75, CONFECTIONERY, CONFEC.NO CODE, 1.85, REESES 2 CUPS, 0.2300, , I
071720009314, 0.882222, 31.76, CONFECTIONERY, AMERICAN PRODUCTS, 1.60, TOOTSIE ROLL., 0.2300, , N
8718114720029, 1.0275, 24.66, FROZEN FOODS, STICK, 2.05, HB CORN ENIGMA VAN/RASP, 0.2300, 8000920925683, I
5900783002176, 1.83125, 14.65, GROCERY, SAUCE/GRAVY/STUFFING, 2.85, PUDLISZKI CABBAGE STEWED, 0.0000, 5900783300852, I
4025500147068, 0.686667, 8.24, DAIRY PRODUCTS, YOGURTS/YOP, 0.94, MULLER RICE VAN CUSTARD, 0.0000, 04025500147075, I
5010262070074, 15.33, 183.96, Error Dept, Error SubDept, 19.39, PIMMS NO 1, 0.2300, 5010262700032, 
50196838, 5.81146, 278.95, Error Dept, Error SubDept, 6.49, BLACK&WHITE, 0.2300, 5000196001596, 
5000281003498, 4.59208, 220.42, Error Dept, Error SubDept, 6.49, HAIG, 0.2300, , 
3035131652108, 5.1525, 61.83, OFF LICENCE, WINES, 8.39, B&G CUVEE SPEC WHITE, 0.2300, , 
3035131625102, 5.1525, 61.83, OFF LICENCE, WINES, 8.39, B&G CUVEE SPEC RED, 0.2300, , 
5099845001759, 5.955, 35.73, OFF LICENCE, LIQ/OTHERS, 5.99, CORK CREAM, 0.2300, 5010658315529, 
5011007008208, 4.4125, 52.95, OFF LICENCE, LIQ/OTHERS, 6.80, WEST COAST COOL, 0.2300, 5011007008406, N
40696164, 6.38167, 76.58, OFF LICENCE, WINES, 9.49, BLACK TOWER, 0.2300, 4069600001028, 
5010539000117, 9.6375, 115.65, Error Dept, Error SubDept, 14.99, CREAM OF THE BARLEY, 0.2300, 05010539100121, 
50196135, 19.1258, 229.51, Error Dept, Error SubDept, 27.39, BLACK&WHITE, 0.2300, 05000196001381, 
5000281002538, 19.2917, 231.50, Error Dept, Error SubDept, 20.99, HAIG, 0.2300, , 
5000267014203, 19.9033, 119.42, Error Dept, Error SubDept, 21.99, JOHNNIE WALKER RED, 0.2300, 5000267014210, 
8501110080132, 16.6817, 100.09, Error Dept, Error SubDept, 23.85, PERNOD RICARD, 0.2300, 3047100290310, 
50196326, 8.50833, 204.20, Error Dept, Error SubDept, 11.99, BLACK&WHITE WHISKY, 0.2300, , 
3185370273302, 116.373, 698.24, OFF LICENCE, WINES, 135.89, DOM PERIGNON VINTAGE, 0.2300, 3185370124888, 
5000281002828, 26.5292, 318.35, Error Dept, Error SubDept, 28.69, HAIG, 0.2300, 5000281002583, 
9770968336411, 2.0642, 2.06, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 3.00, RACING POST, 0.0900, , I
5391515141155, 1.18333, 7.10, DAIRY PRODUCTS, YOGURTS/YOP, 1.40, YOPLAIT S/BERRY H/PRICE, 0.0000, 5391515146372, N
5038862308205, 0.915, 7.32, DAIRY PRODUCTS, FRUIT JUICE, 1.50, INN KIWI APPLE & LIME, 0.2300, 5038862308236, N
8717644579107, 2.62833, 15.77, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.60, DOVE APA CLEAN COMFORT, 0.2300, 8718114259031, I
8717644579886, 2.485, 14.91, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.60, DOVE APA COOL FRESH, 0.2300, 8718114258959, I
4002359660610, 1.285, 7.71, GROCERY, SAUCE/GRAVY/STUFFING, 1.50, UBEN CURRY MED FP1.50, 0.0000, 4002359660634, I
4002359660603, 1.285, 15.42, GROCERY, SAUCE/GRAVY/STUFFING, 1.50, UBEN SCE SW&SR VEGFP1.50, 0.0000, 4002359660627, I
9770951862996, 2.97, 2.97, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 4.50, PRIMA, 0.0900, , I
9771749999979, 0.7438, 0.74, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.20, LOVE IT, 0.0900, , I
5391518960005, 3.5, 3.50, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 4.99, OISHII DUCK HOI SIN SUSHI, 0.0000, 5391518960005, I
5352201084118, 0.415833, 4.99, DRINKS , PET/GLASS BOTTLES, 1.50, PEPSI COLA 50cl, 0.2300, , I
5391517284065, 0.0602083, 2.89, GROCERY, BABY FOOD/NEEDS, 1.00, JOHNSON COTTON BUDS, 0.2300, , I
5000183011607, 0.74125, 17.79, GROCERY, BISCUITS, 1.50, CAD COOKIES CHOC CHUNK.., 0.1350, , I
7613032260637, 0.602222, 21.68, CONFECTIONERY, COUNT LINES, 1.00, AERO MILK MEDIUM, 0.2300, 7613032260842, I
9771368072121, 4.6256, 4.63, MAGAZINES/NEWSPAPERS, MUSIC, 7.00, UNCUT    , 0.0900, , I
5391518921020, 5.64, 5.64, LOTTERY, LOTTO, 6.00, EUROMILLONS PLUS P1 D2, 0.0000, , N
9771461621974, 1.92, 1.92, MAGAZINES/NEWSPAPERS, COMPUTER MAGS, 2.80, COMPUTER ACTIVE    ., 0.0900, , I
5011069134679, 1.18, 1.18, DAIRY PRODUCTS, FRUIT JUICE, 1.69, DAWN SMOOTH OJ NFC., 0.2300, 5011069134686, I
5391518921167, 33.84, 33.84, LOTTERY, LOTTO, 36.00, EUROMILLONS PLUS P3 D4, 0.0000, , N
5099466180215, 11.66, 46.64, CONFECTIONERY, BOXED/ASSORTMENTS, 18.00, BUTLERS EGG HAMPER, 0.2300, , I
5900512110295, 1.01, 1.01, POLISH GOODS, AMBIENT, 1.55, MLEK GOUDA ZIOLOWY PLASTERKI, 0.0000, , I
4014500006093, 0.23, 0.23, POLISH GOODS, AMBIENT, 0.50, ZOTT JOGOBELLA 150g, 0.0000, , I
59031291, 0.39, 0.39, POLISH GOODS, AMBIENT, 0.60, DAN DANIO, 0.0000, , I
5900344018141, 1.23, 1.23, POLISH GOODS, AMBIENT, 1.90, LIS SLEDZ W SOSIE MUSZTARD, 0.0000, , I
4014500007250, 0.85, 0.85, POLISH GOODS, AMBIENT, 1.40, ZOTT JOGOBELLA  ., 0.0000, , I
5900820004316, 0.82, 0.82, POLISH GOODS, AMBIENT, 1.30, MLEK SMIETANA MAZURSKA 18, 0.0000, , I
5900562108334, 2.47, 2.47, POLISH GOODS, AMBIENT, 3.80, SOK PAROWKI Z SEREM, 0.0000, , I
5900567001821, 1.15, 1.15, POLISH GOODS, AMBIENT, 1.75, MORL BERLINKI CLASSIC, 0.0000, , I
5900567001746, 1.16, 1.16, POLISH GOODS, AMBIENT, 1.75, MORL BERLINKI CLASSIC, 0.0000, , I
5034660520337, 0.811667, 38.96, CONFECTIONERY, COUNT LINES, 1.50, CAD WHOLENUT 12 SQUARE, 0.2300, 5034660035879, I
5034660520344, 0.811667, 38.96, CONFECTIONERY, COUNT LINES, 1.50, CAD GOLDENCRISP 12 SQUARE, 0.2300, 5034660035886, I
5903834002309, 0.75, 0.75, POLISH GOODS, AMBIENT, 1.20, YANO PASZTETOWA, 0.0000, , I
5907418900739, 1.04, 1.04, POLISH GOODS, AMBIENT, 1.85, ARTUR KOCIE LAPKI KRUCHE, 0.1350, , I
5901436031000, 1.48, 1.48, POLISH GOODS, AMBIENT, 2.30, VIT OGORKI KWASZONE DOMOW, 0.0000, , I
5900919000496, 1.53, 1.53, GROCERY, SAUCE/GRAVY/STUFFING, 2.35, ROLN OGORKI KWASZONE 900G, 0.0000, , I
5391503112099, 0.75, 9.00, INSOMNIA CONFECTIONARY, INSOMNIA I PATISSERIE, 1.50, INSOMNIA BLUEB & PEC., 0.1350, , I
9771741722070, 3.5775, 3.58, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.20, COSMOPOLITAN TRAVEL SIZE, 0.0900, , I
9770888080074, 4.575, 4.58, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.65, ELLE US EDITION          .., 0.0900, , I
9770928843102, 3.09, 3.09, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 4.50, TIME , 0.0900, , I
9770954875214, 4.5413, 4.54, MAGAZINES/NEWSPAPERS, MUSIC, 6.60, GQ      UK  , 0.0900, , N
5391518921075, 33.84, 33.84, LOTTERY, LOTTO, 36.00, EUROMILLONS PLUS P6 D2, 0.0000, , N
5099808002144, 2.15917, 51.82, FROZEN FOODS, FROZEN BURGER/MEAT, 2.65, 1ST CHOICE CKN BURGER 4PK, 0.0000, 5099808003141, 
5099808040771, 2.041, 20.41, FROZEN FOODS, FROZEN VEGETABLES, 2.49, 1ST CHOICE ROAST POT 50, 0.0000, 5099808110061, 
5000227992022, 2.2325, 35.72, FROZEN FOODS, FROZEN FOOD MISC., 2.69, AUNT BESSIE STUFFING BALL, 0.0000, 5000227992039, 
5392000018556, 2.87917, 34.55, DELI COUNTER , FRENCH BREAD, 3.69, ROSIES BAGELS WORKS, 0.0000, 5392000018570, 
5010228471860, 2.55583, 30.67, FROZEN FOODS, FROZEN VEGETABLES, 2.99, MC CAIN HERBY ROASTS 50, 0.0000, 5010228071862, 
5010228071480, 2.08467, 31.27, FROZEN FOODS, FROZEN VEGETABLES, 2.49, MC CAIN SUMTHINGS, 0.0000, 5010228471488, 
5019312853810, 2.615, 31.38, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 3.19, CHICAGO TOWN DP PEPPERONI, 0.0000, , 
5019312853803, 2.615, 31.38, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 3.19, CHICAGO T DP TRIP CHEESE, 0.0000, 5019312083583, 
5000227991605, 2.2325, 26.79, FROZEN FOODS, FROZEN FOOD MISC., 2.70, AUNT BESSIE STUFFING BALL, 0.0000, , 
5019312887679, 3.18333, 38.20, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 3.79, CHICAGO TAKEAWAY PEPERONI, 0.0000, 9999999999994, 
5039364001274, 2.48583, 29.83, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 5.99, DR OETKER DIETARY MOZ, 0.0000, 5039364131087, 
77884833333333, 4.0596, 4.06, MAGAZINES/NEWSPAPERS, ADULT, 5.90, 9770090202011PENTHOUSE, 0.0900, , I
5011059001547, 1.05, 1.05, GROCERY, BREAD, 1.40, BREN HALF CHIA  PAN, 0.0000, 5011059001547, N
5099323007051, 1.399, 13.99, HOUSE HOLD , HOUSHOLD MISC., 3.00, FV LUXURY BATHROOM TISS, 0.2300, , I
5060230390031, 3.2925, 3.29, MAGAZINES/NEWSPAPERS, ADULT, 4.99, INDO DVD, 0.0900, , I
5060230390048, 3.2925, 3.29, MAGAZINES/NEWSPAPERS, ADULT, 4.99, INDO DVD, 0.0900, , I
5391518920191, 16.92, 16.92, LOTTERY, LOTTO, 18.00, LOTTO AP4 P3 D4, 0.0000, 5391518920191, I
5011069147112, 1.53, 1.53, DAIRY PRODUCTS, CHEESE, 1.99, CV BLOCK SELECT RED, 0.0000, 5011069147129, I
5391518921884, 28.5, 28.50, LOTTERY, LOTTO, 30.00, LOTTO 54321, 0.0000, , I
9771649285042, 2.0298, 2.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.95, KISS , 0.0900, , I
5900344501193, 1.31, 1.31, POLISH GOODS, AMBIENT, 1.95, LIS SAL WARZ Z JAJKIEM, 0.0000, , I
53996039, 8.612, 86.12, TOBACCO , CIGS 20S, 11.50, PLAYERS NAVY CUT 20PK, 0.2300, 5099121255722, I
5010791107029, 6.6, 6.60, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 9.99, IRISH COMPACT BIGGER PACK 9.99, 0.0900, , I
5391518920788, 3.76, 3.76, LOTTERY, LOTTO, 4.00, EUROMILLONS AP2 P1 D2, 0.0000, , N
5391518921440, 14.1, 14.10, LOTTERY, LOTTO, 15.00, MON MILL AP3 P5 D3, 0.0000, , I
5098974042404, 2.82, 2.82, LOTTERY, SCRATCH CARDS, 3.00, PAC-MAN, 0.0000, , I
5098974044101, 0.94, 0.94, LOTTERY, SCRATCH CARDS, 1.00, BOOM OR BUST, 0.0000, , I
5098974042800, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, MATCH & WIN!, 0.0000, , I
5900820005504, 0.97, 0.97, POLISH GOODS, AMBIENT, 1.50, MLEK GOUDA PLASTERKI, 0.0000, , I
5902899104652, 1.03, 1.03, POLISH GOODS, AMBIENT, 1.60, HOCH ALMETTE HORSERADISH, 0.0000, , I
5900512900193, 2.12, 2.12, POLISH GOODS, AMBIENT, 3.25, MLEK ROLADA USTRZYCKA  ., 0.0000, , I
4014500021560, 0.3, 0.30, POLISH GOODS, AMBIENT, 0.50, ZOTT JOGOBELLA 150g, 0.0000, , I
59031826, 0.39, 0.39, POLISH GOODS, AMBIENT, 0.60, DAN DANIO, 0.0000, , I
59031277, 0.38, 0.38, POLISH GOODS, AMBIENT, 0.60, DAN DANIO, 0.0000, , I
5904863000427, 0.78, 0.78, POLISH GOODS, AMBIENT, 1.20, FRUC SAUERKRAUT AND CARROT, 0.0000, , I
5391518920078, 12.69, 12.69, LOTTERY, LOTTO, 13.50, LOTTO P9 D1, 0.0000, 5391518920078, N
5011003046587, 3.14133, 47.12, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 4.10, G/FELLA THIN CHICKEN PROV, 0.0000, 5011003046938, I
5011003046501, 3.14133, 47.12, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 2.00, G/FELLA THIN CRUST PEPP, 0.0000, 5011003046976, I
6007589000302, 3.29688, 158.25, OFF LICENCE, WINES, 4.99, VJ WATERFRONT COLLECTION, 0.2300, , I
6009625940085, 3.29688, 158.25, OFF LICENCE, WINES, 4.99, MULDERBOSCH CAB SAUV, 0.2300, , I
5099323012277, 2.07, 24.84, SPAR, SPAR, 2.69, SPAR QUARTER POUNDERS 4PK, 0.0000, 5099323085349, I
cm, 4.39583, 52.75, OFF LICENCE, WINES, 6.99, CATEMARIO MERLOT, 0.2300, , I
5023997015111, 0.656, 6.56, HOUSE HOLD , HOUSHOLD MISC., 2.00, CUSHION SOFT 4 ROLL, 0.2300, , I
8718114392332, 2.91, 17.46, HOUSE HOLD , WASHING POWDERS/LIQUIDS, 4.99, SUN DW TABS CLASSIC 40PK, 0.2300, 8718114392349, I
5391517282344, 0.808333, 19.40, HOUSE HOLD , CLEANERS, 1.99, EASY CLEAN GLOVES LATEX, 0.2300, , I
3574660049749, 0.97, 5.82, GROCERY, BABY FOOD/NEEDS, 1.99, JOHNSON BABY OIL, 0.2300, , I
3174360070359, 1.16667, 28.00, OFF LICENCE, WINES, 1.99, CAROLINE DE BEAULIEU SAU, 0.2300, , I
9322214006205, 7.12, 42.72, OFF LICENCE, WINES, 11.99, YELLOW TAIL CHARD, 0.2300, 9322214008902, I
6004867000054, 6.33333, 76.00, OFF LICENCE, WINES, 9.99, GRAHAM BECK RAILR RED, 0.2300, 16004867000051, I
8722700800521, 0.710857, 24.88, FROZEN FOODS, ICE CREAM, 1.30, HB FEAST CHOCOLATE, 0.2300, 8000920922385, N
4014500014241, 0.48, 0.48, POLISH GOODS, AMBIENT, 0.75, ZOTT KEFIR, 0.0000, , I
4770265042904, 1.05, 1.05, POLISH GOODS, AMBIENT, 1.60, PIEN KEFIR, 0.0000, , I
5391514480279, 1.896, 18.96, STATIONERY , STATIONERY MISC., 3.90, NTS ADDRESS LABELS, 0.2300, 5391514480279, I
5900344501506, 0.6, 3.60, POLISH GOODS, AMBIENT, 0.95, LIS SAL WARZ Z JAJKIEM, 0.0000, , I
4250370505025, 2.14, 2.14, POLISH GOODS, AMBIENT, 3.30, LACK SOSISKI MOLOTSCHNIJE, 0.0000, , I
4250370500914, 2.84, 2.84, POLISH GOODS, AMBIENT, 4.40, LACK SERVELAT MOSKOVSKIY, 0.0000, , I
4250370502505, 2.84, 2.84, POLISH GOODS, AMBIENT, 4.40, LACK SERVELAT KREMLOWSKIJ, 0.0000, , I
5391518920245, 45.12, 45.12, LOTTERY, LOTTO, 48.00, LOTTO AP4 P8 D4, 0.0000, 5391518920245, I
4770265043925, 0.29, 0.29, POLISH GOODS, AMBIENT, 0.55, JO KARAMELINIU, 0.0000, , I
4770265043932, 0.29, 0.29, POLISH GOODS, AMBIENT, 0.55, JO JAGODOWY, 0.0000, , I
5060027172215, 0.91, 18.20, STATIONERY , BOOKS, 1.70, IMP MANILLA ENVELOPE 3.5/6, 0.2300, , I
5016873008796, 0.925, 11.10, STATIONERY , PENSPENCILS.ETC., 1.75, OWL RULER TIGER 12 INC, 0.2300, , I
9780955815508, 3.93, 3.93, MAGAZINES/NEWSPAPERS, GARDENING MAGS, 5.95, THE BOOK OF GARDENS, 0.0900, , I
5000328337555, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS AMERICAN CHEESEBU, 0.2300, 5000328337562, I
5000328459806, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS ARGET FLAME GRILL, 0.2300, 5000328459813, I
5000328478548, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS BRAZILIAN SALSA, 0.2300, 5000328478555, I
5000328691503, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS GERMAN BRATWURST, 0.2300, 5000328691510, I
5000328706801, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS JAPAN TERIYAK CHK, 0.2300, 5000328706818, I
5000328688695, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS FRENCH GAR BAGUET, 0.2300, 5000328688602, I
5000328606514, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS DUTCH EADM CHEESE, 0.2300, 5000328606521, I
5000328688343, 0.321667, 7.72, CONFECTIONERY, CRISPS/SNACK FOODS, 0.60, WALKERS ENGLISH ROAST BEEF, 0.2300, , I
5391518921303, 1.88, 1.88, LOTTERY, LOTTO, 2.00, MON MILL AP2 P1 D1, 0.0000, , I
5449000030528, 1.78333, 10.70, DRINKS , PET/GLASS BOTTLES, 3.25, NESTEA PEACH ICED TEA, 0.2300, , I
782740, 0.83125, 19.95, DRINKS , CANS, 1.55, SUNKIST, 0.2300, , I
782640, 0.660833, 15.86, DRINKS , CANS, 1.50, AW CREAM SODA.., 0.2300, , N
5038512005034, 1.29167, 15.50, DRINKS , JAFFO, 2.15, JAFFO JUICE TROPICAL, 0.2300, 5038512005638, I
5391518921280, 8.46, 8.46, LOTTERY, LOTTO, 9.00, MON MILL P9 D1, 0.0000, , I
5010052105412, 0.3125, 5.00, SPECIAL OFFER, SPECIAL OFFER, 1.88, G WONDER CRISP C&ONION 6P, 0.2300, 5010052017081, I
5000347040115, 3.0075, 12.03, DRINKS , ENERGY, 4.00, LUCOZADE ENERGY ORANGE, 0.2300, 05000469040116, I
5000347038815, 1.3, 15.60, DRINKS , PET/GLASS BOTTLES, 2.10, LUCOZADE SP LOW CAL LEM, 0.2300, 05000469038816, I
5000347038808, 1.15833, 13.90, DRINKS , PET/GLASS BOTTLES, 1.75, LUCOZADE SPORT LITE S BER, 0.2300, 5000469038809, I
7702018024612, 1.99714, 13.98, HEALTH & BEAUTY, SHAVING GEAR, 3.41, GIL SIMPLY VENUS DISP 2B, 0.2300, 07702018325825, I
87311396, 0.35625, 14.25, CONFECTIONERY, COUNT LINES, 0.80, MENTOS RAINBOW ROLL, 0.2300, 08723400755432, N
5099323012284, 0.7325, 8.79, GROCERY, BAKERY/COOKERY, 1.30, SPAR CLING FILM 15M, 0.2300, 05099323085356, N
5099323012291, 1.29917, 15.59, GROCERY, BAKERY/COOKERY, 1.98, SPAR TIN FOIL 450MM X 5MT, 0.2300, 5099323085363, N
5000159430944., 1.35, 17.55, CONFECTIONERY, CELLO BAGS, 3.25, GALAXY COUNTERS POUCH., 0.2300, 5000159430937, I
5010195604094, 1.60917, 19.31, HOUSE HOLD , KITCHEN GOODS, 2.40, KITTEN KT THIRST 2R, 0.2300, 5010195705661, I
5900951029196, 1.976, 19.76, CONFECTIONERY, CELLO BAGS, 2.00, MILKYWAY MAGIC STAR POUCH, 0.2300, 05900951229190, I
5099809000347, 1.4275, 34.26, GROCERY, COFFEE/TEA..ETC., 1.80, GEM RAISINS, 0.0000, 05099809543479, I
5050083511332, 4.58875, 73.42, GROCERY, BREAKFAST MEALS, 5.80, KELL CR NUT C/FL 500G, 0.0000, 05050083511349, I
5000347038518, 0.724167, 26.07, DRINKS , PET/GLASS BOTTLES, 2.25, LUCOZADE ALERT PLUS CLIP, 0.2300, 5000469038762, I
5000158102088, 3.015, 36.18, CONFECTIONERY, MEDICINAL CONFECTIONERY, 5.00, STREPSIL ORIGINAL  24PK, 0.0000, 5000158452503, I
9770043722337, 0.6193, 0.62, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 0.90, WOMAN, 0.0900, , I
5201360521210, 0.4, 0.40, GROCERY, BREAD, 0.80, CROISSANT MIDI COCOA, 0.1350, , I
5449000017376, 1.39333, 8.36, DAIRY PRODUCTS, MILK ALTERNATIVE, 3.25, NESTEA LEMON ICED TEA, 0.2300, 5449000088529, I
9770163705159, 3.09, 3.09, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 4.50, NEWSWEEK , 0.0900, , I
